timestamp,campaign_id,polymer_A_feed_kgph,solvent_A_feed_kgph,water_feed_kgph,surfactant_feed_kgph,emulsifier_speed_rpm,operating_mode,emulsion_total_flow_kgph,monitoring_port_status,notes
2026-01-04 21:59:00,C-101,23.95,976.09,509.2,11.02,1740.0,RUN,1520.26,ONLINE,
2026-01-04 22:00:00,C-101,24.0,975.99,510.0,11.03,1740.0,RUN,1521.02,ONLINE,
2026-01-04 22:01:00,C-101,23.9,975.96,510.18,11.06,1741.0,RUN,1521.1,ONLINE,
2026-01-04 22:02:00,C-101,23.72,976.08,508.34,11.04,1734.0,RUN,1519.18,ONLINE,
2026-01-04 22:03:00,C-101,24.06,976.03,509.44,11.05,1754.0,RUN,1520.58,ONLINE,
2026-01-04 22:04:00,C-101,24.02,976.22,509.61,11.07,1744.0,RUN,1520.92,ONLINE,
2026-01-04 22:05:00,C-101,23.82,976.04,510.83,11.03,1746.0,RUN,1521.72,ONLINE,
2026-01-04 22:06:00,C-101,23.91,976.18,509.65,11.04,1742.0,RUN,1520.78,ONLINE,
2026-01-04 22:07:00,C-101,24.09,975.94,509.56,11.04,1740.0,RUN,1520.63,ONLINE,
2026-01-04 22:08:00,C-101,24.09,975.9,510.69,11.06,1746.0,RUN,1521.74,ONLINE,
2026-01-04 22:09:00,C-101,24.05,975.93,508.97,11.07,1748.0,RUN,1520.02,ONLINE,
2026-01-04 22:10:00,C-101,23.97,976.12,508.63,11.02,1753.0,RUN,1519.74,ONLINE,
2026-01-04 22:11:00,C-101,23.99,976.16,509.81,11.05,1758.0,RUN,1521.01,ONLINE,
2026-01-04 22:12:00,C-101,23.98,975.95,509.03,11.07,1755.0,RUN,1520.03,ONLINE,
2026-01-04 22:13:00,C-101,24.08,975.97,509.04,11.01,1740.0,RUN,1520.1,ONLINE,
2026-01-04 22:14:00,C-101,23.93,975.91,510.42,11.05,1747.0,RUN,1521.31,ONLINE,
2026-01-04 22:15:00,C-101,23.94,975.85,510.61,11.03,1752.0,RUN,1521.43,ONLINE,
2026-01-04 22:16:00,C-101,24.09,976.05,510.53,11.04,1749.0,RUN,1521.71,ONLINE,
2026-01-04 22:17:00,C-101,24.01,976.01,510.74,11.0,1751.0,RUN,1521.76,ONLINE,
2026-01-04 22:18:00,C-101,24.12,975.99,510.82,11.08,1741.0,RUN,1522.01,ONLINE,
2026-01-04 22:19:00,C-101,23.96,975.87,508.44,11.04,1757.0,RUN,1519.31,ONLINE,
2026-01-04 22:20:00,C-101,24.02,976.11,510.23,11.03,1744.0,RUN,1521.39,ONLINE,
2026-01-04 22:21:00,C-101,23.95,975.93,509.53,11.06,1746.0,RUN,1520.47,ONLINE,
2026-01-04 22:22:00,C-101,24.03,976.01,509.36,11.03,1750.0,RUN,1520.43,ONLINE,
2026-01-04 22:23:00,C-101,23.92,975.85,510.26,11.03,1755.0,RUN,1521.06,ONLINE,
2026-01-04 22:24:00,C-101,24.0,975.95,508.64,11.08,1748.0,RUN,1519.67,ONLINE,
2026-01-04 22:25:00,C-101,23.93,975.98,508.61,11.09,1751.0,RUN,1519.61,ONLINE,
2026-01-04 22:26:00,C-101,24.1,975.98,510.26,11.04,1763.0,RUN,1521.38,ONLINE,
2026-01-04 22:27:00,C-101,24.11,975.96,510.14,11.07,1757.0,RUN,1521.28,ONLINE,
2026-01-04 22:28:00,C-101,23.92,975.99,509.88,11.06,1761.0,RUN,1520.85,ONLINE,
2026-01-04 22:29:00,C-101,24.17,975.85,509.15,11.02,1753.0,RUN,1520.19,ONLINE,
2026-01-04 22:30:00,C-101,24.26,975.95,510.27,11.03,1759.0,RUN,1521.51,ONLINE,
2026-01-04 22:31:00,C-101,24.07,975.94,510.21,11.08,1760.0,RUN,1521.3,ONLINE,
2026-01-04 22:32:00,C-101,24.02,975.95,509.78,11.02,1757.0,RUN,1520.77,ONLINE,
2026-01-04 22:33:00,C-101,24.3,975.93,508.87,11.1,1761.0,RUN,1520.2,ONLINE,
2026-01-04 22:34:00,C-101,23.97,975.82,509.38,11.04,1752.0,RUN,1520.21,ONLINE,
2026-01-04 22:35:00,C-101,24.08,975.81,510.25,11.08,1765.0,RUN,1521.22,ONLINE,
2026-01-04 22:36:00,C-101,24.1,975.74,510.58,11.04,1761.0,RUN,1521.46,ONLINE,
2026-01-04 22:37:00,C-101,24.2,975.98,509.4,11.07,1762.0,RUN,1520.65,ONLINE,
2026-01-04 22:38:00,C-101,24.12,975.97,509.44,11.08,1768.0,RUN,1520.61,ONLINE,
2026-01-04 22:39:00,C-101,24.06,975.97,509.49,11.08,1767.0,RUN,1520.6,ONLINE,
2026-01-04 22:40:00,C-101,24.03,975.92,509.78,11.04,1763.0,RUN,1520.77,ONLINE,
2026-01-04 22:41:00,C-101,24.08,975.72,509.16,11.03,1760.0,RUN,1519.99,ONLINE,
2026-01-04 22:42:00,C-101,24.03,975.81,507.53,11.05,1772.0,RUN,1518.42,ONLINE,
2026-01-04 22:43:00,C-101,24.12,975.9,510.37,11.02,1759.0,RUN,1521.41,ONLINE,
2026-01-04 22:44:00,C-101,24.07,975.89,510.78,11.05,1770.0,RUN,1521.79,ONLINE,
2026-01-04 22:45:00,C-101,24.0,975.86,509.07,11.03,1759.0,RUN,1519.96,ONLINE,
2026-01-04 22:46:00,C-101,24.22,975.91,508.74,11.07,1772.0,RUN,1519.94,ONLINE,
2026-01-04 22:47:00,C-101,24.09,975.87,509.37,11.04,1773.0,RUN,1520.37,ONLINE,
2026-01-04 22:48:00,C-101,24.03,975.88,509.32,11.01,1758.0,RUN,1520.24,ONLINE,
2026-01-04 22:49:00,C-101,24.12,975.81,510.14,11.08,1770.0,RUN,1521.15,ONLINE,
2026-01-04 22:50:00,C-101,24.14,975.94,509.46,11.05,1770.0,RUN,1520.59,ONLINE,
2026-01-04 22:51:00,C-101,24.0,975.82,508.85,11.05,1772.0,RUN,1519.72,ONLINE,
2026-01-04 22:52:00,C-101,24.17,975.75,508.47,11.07,1771.0,RUN,1519.46,ONLINE,
2026-01-04 22:53:00,C-101,24.06,975.79,509.98,11.07,1764.0,RUN,1520.9,ONLINE,
2026-01-04 22:54:00,C-101,24.29,975.82,509.78,11.03,1768.0,RUN,1520.92,ONLINE,
2026-01-04 22:55:00,C-101,24.2,975.92,510.09,11.04,1778.0,RUN,1521.25,ONLINE,
2026-01-04 22:56:00,C-101,24.13,975.84,508.65,11.03,1764.0,RUN,1519.65,ONLINE,
2026-01-04 22:57:00,C-101,24.1,975.82,510.6,11.02,1771.0,RUN,1521.54,ONLINE,
2026-01-04 22:58:00,C-101,24.16,975.74,508.08,11.06,1776.0,RUN,1519.04,ONLINE,
2026-01-04 22:59:00,C-101,24.22,975.9,509.78,11.06,1765.0,RUN,1520.96,ONLINE,
2026-01-04 23:00:00,C-101,24.17,975.78,507.93,11.06,1763.0,RUN,1518.94,ONLINE,
2026-01-04 23:01:00,C-101,24.16,975.82,508.7,11.07,1764.0,RUN,1519.75,ONLINE,
2026-01-04 23:02:00,C-101,24.18,975.94,510.33,11.06,1772.0,RUN,1521.51,ONLINE,
2026-01-04 23:03:00,C-101,24.13,975.86,509.8,11.06,1764.0,RUN,1520.85,ONLINE,
2026-01-04 23:04:00,C-101,24.16,975.69,508.82,11.01,1769.0,RUN,1519.68,ONLINE,
2026-01-04 23:05:00,C-101,24.02,975.67,508.83,11.04,1777.0,RUN,1519.56,ONLINE,
2026-01-04 23:06:00,C-101,24.27,975.81,509.24,11.07,1770.0,RUN,1520.39,ONLINE,
2026-01-04 23:07:00,C-101,24.21,975.71,509.52,11.02,1766.0,RUN,1520.46,ONLINE,
2026-01-04 23:08:00,C-101,24.13,975.86,510.02,11.05,1770.0,RUN,1521.06,ONLINE,
2026-01-04 23:09:00,C-101,24.35,975.81,508.81,11.06,1769.0,RUN,1520.03,ONLINE,
2026-01-04 23:10:00,C-101,24.21,975.81,507.98,11.06,1772.0,RUN,1519.06,ONLINE,
2026-01-04 23:11:00,C-101,24.12,975.74,509.21,11.05,1777.0,RUN,1520.12,ONLINE,
2026-01-04 23:12:00,C-101,24.27,975.94,508.76,11.06,1771.0,RUN,1520.03,ONLINE,
2026-01-04 23:13:00,C-101,24.24,976.02,508.16,11.05,1779.0,RUN,1519.47,ONLINE,
2026-01-04 23:14:00,C-101,24.24,975.77,509.26,11.02,1771.0,RUN,1520.29,ONLINE,
2026-01-04 23:15:00,C-101,24.18,975.82,508.89,11.06,1764.0,RUN,1519.95,ONLINE,
2026-01-04 23:16:00,C-101,24.25,975.79,509.24,11.05,1779.0,RUN,1520.33,ONLINE,
2026-01-04 23:17:00,C-101,24.19,975.76,508.38,11.02,1767.0,RUN,1519.35,ONLINE,
2026-01-04 23:18:00,C-101,24.26,975.72,509.34,11.07,1762.0,RUN,1520.39,ONLINE,
2026-01-04 23:19:00,C-101,24.07,975.69,508.06,11.06,1778.0,RUN,1518.88,ONLINE,
2026-01-04 23:20:00,C-101,24.19,975.69,508.39,11.02,1763.0,RUN,1519.29,ONLINE,
2026-01-04 23:21:00,C-101,24.36,975.81,508.78,11.03,1762.0,RUN,1519.98,ONLINE,
2026-01-04 23:22:00,C-101,24.16,975.73,510.16,11.03,1763.0,RUN,1521.08,ONLINE,
2026-01-04 23:23:00,C-101,24.18,975.57,509.47,11.03,1766.0,RUN,1520.25,ONLINE,
2026-01-04 23:24:00,C-101,24.19,975.81,509.66,11.05,1770.0,RUN,1520.71,ONLINE,
2026-01-04 23:25:00,C-101,24.13,975.77,509.89,11.03,1751.0,RUN,1520.82,ONLINE,
2026-01-04 23:26:00,C-101,24.06,975.88,511.4,11.07,1769.0,RUN,1522.41,ONLINE,
2026-01-04 23:27:00,C-101,24.21,975.8,508.9,11.07,1761.0,RUN,1519.98,ONLINE,
2026-01-04 23:28:00,C-101,24.25,975.65,509.85,11.06,1761.0,RUN,1520.81,ONLINE,
2026-01-04 23:29:00,C-101,24.23,975.59,509.55,11.04,1771.0,RUN,1520.41,ONLINE,
2026-01-04 23:30:00,C-101,24.23,975.71,509.53,11.06,1763.0,RUN,1520.53,ONLINE,
2026-01-04 23:31:00,C-101,24.24,975.71,510.06,11.04,1764.0,RUN,1521.05,ONLINE,
2026-01-04 23:32:00,C-101,24.32,975.84,508.51,11.03,1761.0,RUN,1519.7,ONLINE,
2026-01-04 23:33:00,C-101,24.23,975.76,508.44,11.07,1764.0,RUN,1519.5,ONLINE,
2026-01-04 23:34:00,C-101,24.2,975.85,509.0,11.05,1768.0,RUN,1520.1,ONLINE,
2026-01-04 23:35:00,C-101,24.22,975.65,508.63,11.03,1747.0,RUN,1519.53,ONLINE,
2026-01-04 23:36:00,C-101,24.29,975.83,508.97,11.03,1764.0,RUN,1520.12,ONLINE,
2026-01-04 23:37:00,C-101,24.36,975.81,509.83,11.03,1766.0,RUN,1521.03,ONLINE,
2026-01-04 23:38:00,C-101,24.2,975.59,508.39,11.08,1760.0,RUN,1519.26,ONLINE,
2026-01-04 23:39:00,C-101,24.25,975.86,508.5,11.04,1753.0,RUN,1519.65,ONLINE,
2026-01-04 23:40:00,C-101,24.27,975.76,508.82,11.05,1750.0,RUN,1519.9,ONLINE,
2026-01-04 23:41:00,C-101,24.17,975.78,508.52,11.06,1767.0,RUN,1519.53,ONLINE,
2026-01-04 23:42:00,C-101,24.25,975.68,507.33,11.02,1750.0,RUN,1518.28,ONLINE,
2026-01-04 23:43:00,C-101,24.13,975.85,508.25,11.06,1762.0,RUN,1519.29,ONLINE,
2026-01-04 23:44:00,C-101,24.11,975.66,509.13,11.03,1755.0,RUN,1519.93,ONLINE,
2026-01-04 23:45:00,C-101,24.28,975.82,509.64,11.08,1763.0,RUN,1520.82,ONLINE,
2026-01-04 23:46:00,C-101,24.22,975.82,507.81,11.03,1750.0,RUN,1518.88,ONLINE,
2026-01-04 23:47:00,C-101,24.27,975.67,507.8,11.06,1743.0,RUN,1518.8,ONLINE,
2026-01-04 23:48:00,C-101,24.25,975.91,508.62,10.99,1751.0,RUN,1519.77,ONLINE,
2026-01-04 23:49:00,C-101,24.17,975.77,507.13,11.02,1743.0,RUN,1518.09,ONLINE,
2026-01-04 23:50:00,C-101,24.25,975.8,508.26,11.03,1763.0,RUN,1519.34,ONLINE,
2026-01-04 23:51:00,C-101,24.15,975.63,507.35,11.0,1752.0,RUN,1518.13,ONLINE,
2026-01-04 23:52:00,C-101,24.36,975.92,509.51,11.05,1752.0,RUN,1520.84,ONLINE,
2026-01-04 23:53:00,C-101,24.14,975.65,508.0,11.05,1751.0,RUN,1518.84,ONLINE,
2026-01-04 23:54:00,C-101,24.23,975.83,509.69,11.02,1743.0,RUN,1520.77,ONLINE,
2026-01-04 23:55:00,C-101,24.17,975.67,509.3,11.04,1745.0,RUN,1520.18,ONLINE,
2026-01-04 23:56:00,C-101,24.29,975.7,508.05,11.06,1746.0,RUN,1519.1,ONLINE,
2026-01-04 23:57:00,C-101,24.22,975.82,507.75,11.0,1755.0,RUN,1518.79,ONLINE,
2026-01-04 23:58:00,C-101,24.21,975.83,508.35,11.01,1738.0,RUN,1519.4,ONLINE,
2026-01-04 23:59:00,C-101,24.31,975.65,508.4,11.03,1740.0,RUN,1519.39,ONLINE,
2026-01-05 00:00:00,C-101,24.25,975.84,508.71,11.04,1741.0,RUN,1519.84,ONLINE,
2026-01-05 00:01:00,C-101,24.29,975.84,507.91,11.04,1739.0,RUN,1519.08,ONLINE,
2026-01-05 00:02:00,C-101,24.17,975.68,508.96,11.06,1734.0,RUN,1519.87,ONLINE,
2026-01-05 00:03:00,C-101,24.13,975.88,508.62,11.05,1728.0,RUN,1519.68,ONLINE,
2026-01-05 00:04:00,C-101,24.25,975.64,508.18,11.05,1731.0,RUN,1519.12,ONLINE,
2026-01-05 00:05:00,C-101,24.22,975.71,507.91,11.01,1745.0,RUN,1518.85,ONLINE,
2026-01-05 00:06:00,C-101,24.29,975.8,508.27,11.04,1739.0,RUN,1519.4,ONLINE,
2026-01-05 00:07:00,C-101,24.23,975.69,507.82,11.03,1743.0,RUN,1518.77,ONLINE,
2026-01-05 00:08:00,C-101,24.25,975.78,508.42,11.07,1735.0,RUN,1519.52,ONLINE,
2026-01-05 00:09:00,C-101,24.11,975.78,508.43,11.04,1737.0,RUN,1519.36,ONLINE,
2026-01-05 00:10:00,C-101,24.39,975.75,508.55,11.02,1745.0,RUN,1519.71,ONLINE,
2026-01-05 00:11:00,C-101,24.22,975.83,509.59,11.05,1744.0,RUN,1520.69,ONLINE,
2026-01-05 00:12:00,C-101,24.29,975.75,508.25,11.05,1741.0,RUN,1519.34,ONLINE,
2026-01-05 00:13:00,C-101,24.16,975.79,509.04,11.02,1737.0,RUN,1520.01,ONLINE,
2026-01-05 00:14:00,C-101,24.25,975.86,508.49,11.03,1738.0,RUN,1519.63,ONLINE,
2026-01-05 00:15:00,C-101,24.12,975.84,508.15,11.03,1737.0,RUN,1519.14,ONLINE,
2026-01-05 00:16:00,C-101,24.26,975.84,508.22,11.06,1734.0,RUN,1519.38,ONLINE,
2026-01-05 00:17:00,C-101,24.2,975.68,508.26,11.04,1732.0,RUN,1519.18,ONLINE,
2026-01-05 00:18:00,C-101,24.22,975.82,508.49,11.05,1739.0,RUN,1519.58,ONLINE,
2026-01-05 00:19:00,C-101,24.28,975.71,507.61,11.02,1727.0,RUN,1518.62,ONLINE,
2026-01-05 00:20:00,C-101,24.12,975.68,507.25,11.04,1740.0,RUN,1518.09,ONLINE,
2026-01-05 00:21:00,C-101,24.16,975.78,508.72,11.06,1731.0,RUN,1519.72,ONLINE,
2026-01-05 00:22:00,C-101,24.25,975.71,508.88,11.03,1726.0,RUN,1519.87,ONLINE,
2026-01-05 00:23:00,C-101,24.38,975.85,508.77,11.04,1729.0,RUN,1520.04,ONLINE,
2026-01-05 00:24:00,C-101,24.2,975.86,508.35,11.01,1727.0,RUN,1519.42,ONLINE,
2026-01-05 00:25:00,C-101,24.25,975.64,508.77,11.02,1729.0,RUN,1519.68,ONLINE,
2026-01-05 00:26:00,C-101,24.2,975.73,508.72,11.03,1728.0,RUN,1519.68,ONLINE,
2026-01-05 00:27:00,C-101,24.36,975.68,508.77,11.01,1728.0,RUN,1519.82,ONLINE,
2026-01-05 00:28:00,C-101,24.06,975.76,507.61,11.06,1729.0,RUN,1518.49,ONLINE,
2026-01-05 00:29:00,C-101,24.2,975.84,507.43,11.01,1730.0,RUN,1518.48,ONLINE,
2026-01-05 00:30:00,C-101,24.06,975.79,507.92,11.05,1734.0,RUN,1518.82,ONLINE,
2026-01-05 00:31:00,C-101,23.99,975.76,508.18,11.03,1729.0,RUN,1518.96,ONLINE,
2026-01-05 00:32:00,C-101,24.21,975.92,508.01,11.03,1732.0,RUN,1519.17,ONLINE,
2026-01-05 00:33:00,C-101,24.2,975.63,506.86,11.06,1730.0,RUN,1517.75,ONLINE,
2026-01-05 00:34:00,C-101,24.16,975.92,509.37,10.98,1733.0,RUN,1520.43,ONLINE,
2026-01-05 00:35:00,C-101,24.17,975.78,507.97,11.03,1730.0,RUN,1518.95,ONLINE,
2026-01-05 00:36:00,C-101,24.43,975.82,508.27,11.01,1727.0,RUN,1519.53,ONLINE,
2026-01-05 00:37:00,C-101,24.15,975.78,509.02,10.99,1725.0,RUN,1519.94,ONLINE,
2026-01-05 00:38:00,C-101,24.21,975.95,506.5,11.01,1731.0,RUN,1517.67,ONLINE,
2026-01-05 00:39:00,C-101,24.12,975.73,507.78,11.03,1736.0,RUN,1518.66,ONLINE,
2026-01-05 00:40:00,C-101,24.19,975.84,507.86,11.01,1729.0,RUN,1518.9,ONLINE,
2026-01-05 00:41:00,C-101,24.14,975.88,507.89,11.05,1727.0,RUN,1518.96,ONLINE,
2026-01-05 00:42:00,C-101,24.13,975.71,508.0,11.02,1729.0,RUN,1518.86,ONLINE,
2026-01-05 00:43:00,C-101,24.3,975.77,509.13,11.02,1728.0,RUN,1520.22,ONLINE,
2026-01-05 00:44:00,C-101,24.25,975.84,508.58,11.02,1727.0,RUN,1519.69,ONLINE,
2026-01-05 00:45:00,C-101,24.16,975.78,508.77,11.03,1724.0,RUN,1519.74,ONLINE,
2026-01-05 00:46:00,C-101,23.96,975.79,508.13,11.02,1730.0,RUN,1518.9,ONLINE,
2026-01-05 00:47:00,C-101,24.11,975.83,507.11,11.01,1732.0,RUN,1518.06,ONLINE,
2026-01-05 00:48:00,C-101,24.36,975.91,506.63,11.05,1726.0,RUN,1517.95,ONLINE,
2026-01-05 00:49:00,C-101,24.12,975.84,507.01,11.01,1727.0,RUN,1517.98,ONLINE,
2026-01-05 00:50:00,C-101,24.22,975.95,508.33,11.02,1727.0,RUN,1519.52,ONLINE,
2026-01-05 00:51:00,C-101,24.24,975.79,508.09,11.03,1725.0,RUN,1519.15,ONLINE,
2026-01-05 00:52:00,C-101,24.14,975.78,507.92,11.03,1728.0,RUN,1518.87,ONLINE,
2026-01-05 00:53:00,C-101,24.05,976.03,507.81,11.01,1732.0,RUN,1518.9,ONLINE,
2026-01-05 00:54:00,C-101,23.92,975.83,509.47,11.04,1727.0,RUN,1520.26,ONLINE,
2026-01-05 00:55:00,C-101,24.17,975.78,507.48,11.03,1733.0,RUN,1518.46,ONLINE,
2026-01-05 00:56:00,C-101,24.04,975.75,508.7,11.03,1731.0,RUN,1519.52,ONLINE,
2026-01-05 00:57:00,C-101,24.12,975.98,508.05,11.01,1730.0,RUN,1519.16,ONLINE,
2026-01-05 00:58:00,C-101,24.0,975.87,508.0,11.02,1737.0,RUN,1518.89,ONLINE,
2026-01-05 00:59:00,C-101,24.08,975.88,508.86,11.02,1732.0,RUN,1519.84,ONLINE,
2026-01-05 01:00:00,C-101,24.1,975.89,509.06,11.0,1734.0,RUN,1520.05,ONLINE,
2026-01-05 01:01:00,C-101,24.11,975.99,507.87,11.02,1743.0,RUN,1518.99,ONLINE,
2026-01-05 01:02:00,C-101,24.0,975.9,508.59,11.04,1732.0,RUN,1519.53,ONLINE,
2026-01-05 01:03:00,C-101,24.18,976.1,508.28,11.04,1745.0,RUN,1519.6,ONLINE,
2026-01-05 01:04:00,C-101,24.03,975.93,508.03,11.01,1736.0,RUN,1519.0,ONLINE,
2026-01-05 01:05:00,C-101,23.94,976.01,508.17,11.04,1733.0,RUN,1519.16,ONLINE,
2026-01-05 01:06:00,C-101,24.06,975.99,507.54,11.06,1736.0,RUN,1518.65,ONLINE,
2026-01-05 01:07:00,C-101,24.07,975.93,507.8,11.01,1740.0,RUN,1518.81,ONLINE,
2026-01-05 01:08:00,C-101,24.08,975.89,507.61,11.03,1746.0,RUN,1518.61,ONLINE,
2026-01-05 01:09:00,C-101,24.17,975.97,508.65,10.97,1745.0,RUN,1519.76,ONLINE,
2026-01-05 01:10:00,C-101,24.04,975.99,507.95,10.99,1742.0,RUN,1518.97,ONLINE,
2026-01-05 01:11:00,C-101,24.04,975.9,507.1,11.02,1748.0,RUN,1518.06,ONLINE,
2026-01-05 01:12:00,C-101,23.96,975.97,507.5,11.0,1733.0,RUN,1518.43,ONLINE,
2026-01-05 01:13:00,C-101,24.11,976.06,505.77,11.06,1744.0,RUN,1517.0,ONLINE,
2026-01-05 01:14:00,C-101,24.05,976.13,507.66,11.03,1745.0,RUN,1518.87,ONLINE,
2026-01-05 01:15:00,C-101,24.0,976.03,508.03,11.04,1746.0,RUN,1519.1,ONLINE,
2026-01-05 01:16:00,C-101,23.88,976.12,507.91,11.02,1737.0,RUN,1518.93,ONLINE,
2026-01-05 01:17:00,C-101,24.14,975.92,509.39,11.0,1741.0,RUN,1520.45,ONLINE,
2026-01-05 01:18:00,C-101,23.92,976.03,508.4,11.01,1746.0,RUN,1519.36,ONLINE,
2026-01-05 01:19:00,C-101,23.97,976.09,508.37,11.02,1753.0,RUN,1519.45,ONLINE,
2026-01-05 01:20:00,C-101,24.04,975.91,506.85,11.0,1757.0,RUN,1517.8,ONLINE,
2026-01-05 01:21:00,C-101,23.91,975.95,507.75,11.03,1745.0,RUN,1518.64,ONLINE,
2026-01-05 01:22:00,C-101,23.89,976.13,507.66,11.03,1743.0,RUN,1518.71,ONLINE,
2026-01-05 01:23:00,C-101,23.83,975.92,507.45,11.02,1754.0,RUN,1518.22,ONLINE,
2026-01-05 01:24:00,C-101,24.06,975.9,507.44,10.98,1763.0,RUN,1518.38,ONLINE,
2026-01-05 01:25:00,C-101,23.95,976.13,506.73,11.05,1757.0,RUN,1517.86,ONLINE,
2026-01-05 01:26:00,C-101,24.22,976.11,507.11,11.01,1748.0,RUN,1518.45,ONLINE,
2026-01-05 01:27:00,C-101,23.91,976.05,508.61,11.07,1767.0,RUN,1519.64,ONLINE,
2026-01-05 01:28:00,C-101,23.91,976.02,507.9,11.03,1757.0,RUN,1518.86,ONLINE,
2026-01-05 01:29:00,C-101,23.93,975.99,507.65,11.01,1750.0,RUN,1518.58,ONLINE,
2026-01-05 01:30:00,C-101,23.99,976.05,508.0,11.02,1764.0,RUN,1519.06,ONLINE,
2026-01-05 01:31:00,C-101,23.93,976.16,508.82,10.97,1751.0,RUN,1519.88,ONLINE,
2026-01-05 01:32:00,C-101,24.01,976.05,508.01,11.03,1753.0,RUN,1519.1,ONLINE,
2026-01-05 01:33:00,C-101,23.88,976.21,508.38,11.06,1760.0,RUN,1519.53,ONLINE,
2026-01-05 01:34:00,C-101,23.85,975.97,507.42,10.97,1757.0,RUN,1518.21,ONLINE,
2026-01-05 01:35:00,C-101,23.81,976.05,507.58,11.01,1758.0,RUN,1518.45,ONLINE,
2026-01-05 01:36:00,C-101,23.77,976.02,508.26,11.01,1758.0,RUN,1519.06,ONLINE,
2026-01-05 01:37:00,C-101,23.9,975.97,509.34,11.03,1764.0,RUN,1520.24,ONLINE,
2026-01-05 01:38:00,C-101,23.92,976.05,509.02,11.05,1748.0,RUN,1520.04,ONLINE,
2026-01-05 01:39:00,C-101,23.89,976.1,508.42,11.02,1761.0,RUN,1519.43,ONLINE,
2026-01-05 01:40:00,C-101,24.03,976.11,508.13,11.05,1759.0,RUN,1519.32,ONLINE,
2026-01-05 01:41:00,C-101,24.03,976.25,509.0,11.01,1757.0,RUN,1520.29,ONLINE,
2026-01-05 01:42:00,C-101,23.9,976.11,508.58,11.02,1758.0,RUN,1519.61,ONLINE,
2026-01-05 01:43:00,C-101,23.78,976.17,506.42,11.02,1749.0,RUN,1517.39,ONLINE,
2026-01-05 01:44:00,C-101,23.87,976.09,507.29,11.03,1759.0,RUN,1518.28,ONLINE,
2026-01-05 01:45:00,C-101,23.86,976.22,508.27,11.0,1770.0,RUN,1519.35,ONLINE,
2026-01-05 01:46:00,C-101,23.86,976.28,506.78,11.02,1768.0,RUN,1517.94,ONLINE,
2026-01-05 01:47:00,C-101,23.85,976.14,507.41,10.98,1763.0,RUN,1518.38,ONLINE,
2026-01-05 01:48:00,C-101,23.85,976.02,507.55,11.0,1758.0,RUN,1518.42,ONLINE,
2026-01-05 01:49:00,C-101,23.87,976.06,507.87,10.99,1769.0,RUN,1518.79,ONLINE,
2026-01-05 01:50:00,C-101,23.84,976.13,507.85,11.01,1772.0,RUN,1518.83,ONLINE,
2026-01-05 01:51:00,C-101,23.91,976.15,507.85,11.0,1771.0,RUN,1518.91,ONLINE,
2026-01-05 01:52:00,C-101,23.91,976.17,508.63,11.03,1761.0,RUN,1519.74,ONLINE,
2026-01-05 01:53:00,C-101,23.81,976.16,507.88,10.99,1762.0,RUN,1518.84,ONLINE,
2026-01-05 01:54:00,C-101,23.98,976.12,507.8,10.97,1775.0,RUN,1518.87,ONLINE,
2026-01-05 01:55:00,C-101,23.8,976.07,507.12,10.98,1761.0,RUN,1517.97,ONLINE,
2026-01-05 01:56:00,C-101,23.74,976.16,508.79,11.02,1770.0,RUN,1519.71,ONLINE,
2026-01-05 01:57:00,C-101,23.9,976.28,507.61,10.99,1759.0,RUN,1518.78,ONLINE,
2026-01-05 01:58:00,C-101,23.8,976.22,507.32,11.01,1767.0,RUN,1518.35,ONLINE,
2026-01-05 01:59:00,C-101,23.89,976.18,508.24,11.0,1771.0,RUN,1519.31,ONLINE,
2026-01-05 02:00:00,C-101,23.66,976.23,507.56,11.02,1769.0,RUN,1518.47,ONLINE,
2026-01-05 02:01:00,C-101,23.96,976.12,507.73,11.0,1772.0,RUN,1518.81,ONLINE,
2026-01-05 02:02:00,C-101,23.9,976.11,508.28,11.06,1763.0,RUN,1519.35,ONLINE,
2026-01-05 02:03:00,C-101,23.73,976.09,507.88,11.04,1765.0,RUN,1518.74,ONLINE,
2026-01-05 02:04:00,C-101,23.73,976.15,509.73,11.0,1772.0,RUN,1520.61,ONLINE,
2026-01-05 02:05:00,C-101,23.97,976.13,508.07,10.99,1773.0,RUN,1519.16,ONLINE,
2026-01-05 02:06:00,C-101,23.78,976.26,508.56,11.06,1771.0,RUN,1519.66,ONLINE,
2026-01-05 02:07:00,C-101,23.77,976.13,506.77,10.98,1775.0,RUN,1517.65,ONLINE,
2026-01-05 02:08:00,C-101,23.65,976.11,507.53,11.0,1762.0,RUN,1518.29,ONLINE,
2026-01-05 02:09:00,C-101,23.8,976.33,507.38,11.0,1768.0,RUN,1518.51,ONLINE,
2026-01-05 02:10:00,C-101,23.81,976.14,507.48,11.0,1779.0,RUN,1518.43,ONLINE,
2026-01-05 02:11:00,C-101,23.88,976.19,508.45,10.97,1776.0,RUN,1519.49,ONLINE,
2026-01-05 02:12:00,C-101,23.71,976.22,508.89,11.01,1773.0,RUN,1519.83,ONLINE,
2026-01-05 02:13:00,C-101,23.69,976.09,508.41,10.98,1769.0,RUN,1519.17,ONLINE,
2026-01-05 02:14:00,C-101,23.85,976.29,508.02,11.03,1775.0,RUN,1519.19,ONLINE,
2026-01-05 02:15:00,C-101,23.89,976.24,507.74,10.97,1772.0,RUN,1518.84,ONLINE,
