timestamp,campaign_id,sample_location,d10_um,d50_um,d90_um,span,volume_mean_diameter_um,qc_status,analyzer_id
2026-01-05 06:48:00,C-101,Product 1,23.86,30.32,39.39,0.512,32.29,PASS,PSA-01
2026-01-05 06:48:00,C-101,Product 2,21.85,26.95,34.81,0.481,30.0,PASS,PSA-02
2026-01-05 06:54:00,C-101,Monitoring Port,68.13,83.59,99.57,0.376,80.12,PASS,PSA-01
2026-01-05 06:54:00,C-101,Product 1,22.39,29.65,39.75,0.585,31.83,PASS,PSA-01
2026-01-05 06:54:00,C-101,Product 2,19.85,28.38,37.36,0.617,29.19,PASS,PSA-02
2026-01-05 07:00:00,C-101,Monitoring Port,65.65,82.53,98.46,0.398,79.82,PASS,PSA-01
2026-01-05 07:00:00,C-101,Product 1,23.37,29.73,39.23,0.533,31.94,PASS,PSA-01
2026-01-05 07:00:00,C-101,Product 2,20.93,27.55,36.23,0.555,28.58,PASS,PSA-02
2026-01-05 07:06:00,C-101,Monitoring Port,65.67,82.29,100.21,0.42,79.5,PASS,PSA-01
2026-01-05 07:06:00,C-101,Product 1,23.38,30.8,40.78,0.565,32.26,PASS,PSA-01
2026-01-05 07:06:00,C-101,Product 2,20.82,26.96,35.0,0.526,28.96,PASS,PSA-02
2026-01-05 07:12:00,C-101,Monitoring Port,64.04,81.92,100.19,0.441,80.22,PASS,PSA-01
2026-01-05 07:12:00,C-101,Product 1,22.97,30.93,38.63,0.506,31.73,PASS,PSA-01
2026-01-05 07:12:00,C-101,Product 2,21.33,27.63,35.16,0.501,29.29,PASS,PSA-02
2026-01-05 07:18:00,C-101,Monitoring Port,64.7,80.84,98.41,0.417,79.83,PASS,PSA-01
2026-01-05 07:18:00,C-101,Product 1,22.31,30.36,38.32,0.527,31.71,PASS,PSA-01
2026-01-05 07:18:00,C-101,Product 2,21.51,27.56,35.73,0.516,29.45,PASS,PSA-02
2026-01-05 07:24:00,C-101,Monitoring Port,66.43,80.86,98.37,0.395,80.27,PASS,PSA-01
2026-01-05 07:24:00,C-101,Product 1,24.3,29.52,39.68,0.521,31.63,PASS,PSA-01
2026-01-05 07:24:00,C-101,Product 2,19.62,28.57,33.91,0.5,28.44,PASS,PSA-02
2026-01-05 07:30:00,C-101,Monitoring Port,67.98,80.65,98.04,0.373,79.97,PASS,PSA-01
2026-01-05 07:30:00,C-101,Product 1,22.42,31.24,39.38,0.543,31.6,PASS,PSA-01
2026-01-05 07:30:00,C-101,Product 2,22.7,26.75,34.76,0.451,28.94,PASS,PSA-02
2026-01-05 07:36:00,C-101,Monitoring Port,66.03,82.57,99.59,0.406,79.97,PASS,PSA-01
2026-01-05 07:36:00,C-101,Product 1,23.86,29.87,39.16,0.512,32.36,PASS,PSA-01
2026-01-05 07:36:00,C-101,Product 2,21.0,27.77,34.91,0.501,29.08,PASS,PSA-02
2026-01-05 07:42:00,C-101,Monitoring Port,66.16,82.61,99.58,0.405,79.91,PASS,PSA-01
2026-01-05 07:42:00,C-101,Product 1,23.18,30.69,37.62,0.471,32.53,PASS,PSA-01
2026-01-05 07:42:00,C-101,Product 2,22.26,28.17,34.73,0.443,28.78,PASS,PSA-02
2026-01-05 07:48:00,C-101,Monitoring Port,67.15,81.41,98.38,0.384,79.12,PASS,PSA-01
2026-01-05 07:48:00,C-101,Product 1,23.5,32.22,39.4,0.493,31.79,PASS,PSA-01
2026-01-05 07:48:00,C-101,Product 2,19.51,28.38,35.26,0.555,28.75,PASS,PSA-02
2026-01-05 07:54:00,C-101,Monitoring Port,65.89,82.52,99.61,0.409,80.24,PASS,PSA-01
2026-01-05 07:54:00,C-101,Product 1,24.07,31.2,39.53,0.496,31.85,PASS,PSA-01
2026-01-05 07:54:00,C-101,Product 2,20.21,28.41,35.35,0.533,28.79,PASS,PSA-02
2026-01-05 08:00:00,C-101,Monitoring Port,66.78,81.81,97.44,0.375,80.06,PASS,PSA-01
2026-01-05 08:00:00,C-101,Product 1,21.91,28.48,38.8,0.593,32.26,PASS,PSA-01
2026-01-05 08:00:00,C-101,Product 2,20.66,28.1,34.72,0.5,28.87,PASS,PSA-02
2026-01-05 08:06:00,C-101,Monitoring Port,64.66,80.1,99.11,0.43,79.77,PASS,PSA-01
2026-01-05 08:06:00,C-101,Product 1,21.9,30.78,37.91,0.52,31.96,PASS,PSA-01
2026-01-05 08:06:00,C-101,Product 2,18.84,28.97,35.78,0.585,28.62,PASS,PSA-02
2026-01-05 08:12:00,C-101,Monitoring Port,66.33,81.49,100.8,0.423,79.39,PASS,PSA-01
2026-01-05 08:12:00,C-101,Product 1,23.89,31.73,38.07,0.447,32.44,PASS,PSA-01
2026-01-05 08:12:00,C-101,Product 2,20.63,27.36,35.21,0.533,28.91,PASS,PSA-02
2026-01-05 08:18:00,C-101,Monitoring Port,66.09,81.44,99.0,0.404,80.41,PASS,PSA-01
2026-01-05 08:18:00,C-101,Product 1,22.17,31.27,38.48,0.522,31.73,PASS,PSA-01
2026-01-05 08:18:00,C-101,Product 2,22.93,29.23,34.51,0.396,28.77,PASS,PSA-02
2026-01-05 08:24:00,C-101,Monitoring Port,65.35,82.65,97.92,0.394,80.16,PASS,PSA-01
2026-01-05 08:24:00,C-101,Product 1,24.9,31.15,39.83,0.479,32.36,PASS,PSA-01
2026-01-05 08:24:00,C-101,Product 2,20.62,26.89,35.82,0.565,29.41,PASS,PSA-02
2026-01-05 08:30:00,C-101,Monitoring Port,67.54,82.01,98.19,0.374,80.04,PASS,PSA-01
2026-01-05 08:30:00,C-101,Product 1,22.42,31.68,39.6,0.542,32.26,PASS,PSA-01
2026-01-05 08:30:00,C-101,Product 2,20.47,27.86,33.69,0.475,28.62,PASS,PSA-02
2026-01-05 08:36:00,C-101,Monitoring Port,65.48,81.09,98.6,0.408,80.07,PASS,PSA-01
2026-01-05 08:36:00,C-101,Product 1,22.1,30.18,39.16,0.565,31.94,PASS,PSA-01
2026-01-05 08:36:00,C-101,Product 2,21.32,28.74,35.49,0.493,29.36,PASS,PSA-02
2026-01-05 08:42:00,C-101,Monitoring Port,66.42,79.52,98.31,0.401,79.43,PASS,PSA-01
2026-01-05 08:42:00,C-101,Product 1,22.95,30.69,39.7,0.546,31.31,PASS,PSA-01
2026-01-05 08:42:00,C-101,Product 2,19.9,27.56,35.4,0.562,28.84,PASS,PSA-02
2026-01-05 08:48:00,C-101,Monitoring Port,66.5,81.85,99.02,0.397,80.08,PASS,PSA-01
2026-01-05 08:48:00,C-101,Product 1,21.26,31.4,38.76,0.557,32.23,PASS,PSA-01
2026-01-05 08:48:00,C-101,Product 2,22.4,29.03,34.92,0.431,29.25,PASS,PSA-02
2026-01-05 08:54:00,C-101,Monitoring Port,65.38,80.91,98.19,0.406,80.3,PASS,PSA-01
2026-01-05 08:54:00,C-101,Product 1,22.5,30.99,38.94,0.53,32.99,PASS,PSA-01
2026-01-05 08:54:00,C-101,Product 2,19.78,27.85,35.44,0.562,29.11,PASS,PSA-02
2026-01-05 09:00:00,C-101,Monitoring Port,65.74,81.54,99.78,0.417,79.54,PASS,PSA-01
2026-01-05 09:00:00,C-101,Product 1,23.14,30.35,38.42,0.503,31.79,PASS,PSA-01
2026-01-05 09:00:00,C-101,Product 2,20.86,27.64,35.07,0.514,29.26,PASS,PSA-02
2026-01-05 09:06:00,C-101,Monitoring Port,66.38,82.06,99.01,0.398,80.05,PASS,PSA-01
2026-01-05 09:06:00,C-101,Product 1,23.01,31.19,37.76,0.473,31.45,PASS,PSA-01
2026-01-05 09:06:00,C-101,Product 2,21.06,28.3,33.51,0.44,29.14,PASS,PSA-02
2026-01-05 09:12:00,C-101,Monitoring Port,65.35,82.36,98.08,0.397,80.78,PASS,PSA-01
2026-01-05 09:12:00,C-101,Product 1,23.26,31.84,38.79,0.488,32.31,PASS,PSA-01
2026-01-05 09:12:00,C-101,Product 2,21.43,27.53,34.78,0.485,29.6,PASS,PSA-02
2026-01-05 09:18:00,C-101,Monitoring Port,66.92,80.87,99.81,0.407,79.88,PASS,PSA-01
2026-01-05 09:18:00,C-101,Product 1,22.8,30.72,39.69,0.55,32.49,PASS,PSA-01
2026-01-05 09:18:00,C-101,Product 2,21.61,27.93,35.06,0.482,28.87,PASS,PSA-02
2026-01-05 09:24:00,C-101,Monitoring Port,64.99,82.17,100.0,0.426,80.39,PASS,PSA-01
2026-01-05 09:24:00,C-101,Product 1,22.71,30.84,39.06,0.53,31.98,PASS,PSA-01
2026-01-05 09:24:00,C-101,Product 2,20.59,28.33,34.36,0.486,29.14,PASS,PSA-02
2026-01-05 09:30:00,C-101,Monitoring Port,67.08,81.52,99.11,0.393,80.11,PASS,PSA-01
2026-01-05 09:30:00,C-101,Product 1,23.56,30.46,37.72,0.465,32.79,PASS,PSA-01
2026-01-05 09:30:00,C-101,Product 2,21.57,27.32,33.64,0.442,28.79,PASS,PSA-02
2026-01-05 09:36:00,C-101,Monitoring Port,66.29,81.21,99.25,0.406,80.03,PASS,PSA-01
2026-01-05 09:36:00,C-101,Product 1,23.17,32.45,40.04,0.52,31.63,PASS,PSA-01
2026-01-05 09:36:00,C-101,Product 2,20.08,27.27,34.5,0.529,29.35,PASS,PSA-02
2026-01-05 09:42:00,C-101,Monitoring Port,65.77,81.74,100.11,0.42,80.09,PASS,PSA-01
2026-01-05 09:42:00,C-101,Product 1,23.42,29.88,38.96,0.52,31.8,PASS,PSA-01
2026-01-05 09:42:00,C-101,Product 2,19.99,27.76,34.41,0.519,29.25,PASS,PSA-02
2026-01-05 09:48:00,C-101,Monitoring Port,65.99,81.95,97.8,0.388,80.34,PASS,PSA-01
2026-01-05 09:48:00,C-101,Product 1,21.63,30.51,38.75,0.561,32.19,PASS,PSA-01
2026-01-05 09:48:00,C-101,Product 2,20.75,27.26,35.71,0.549,28.31,PASS,PSA-02
2026-01-05 09:54:00,C-101,Monitoring Port,66.56,82.39,98.82,0.392,80.02,PASS,PSA-01
2026-01-05 09:54:00,C-101,Product 1,22.66,30.2,38.03,0.509,31.57,PASS,PSA-01
2026-01-05 09:54:00,C-101,Product 2,19.98,28.75,35.52,0.541,28.9,PASS,PSA-02
2026-01-05 10:00:00,C-101,Monitoring Port,64.09,81.5,99.47,0.434,80.0,PASS,PSA-01
2026-01-05 10:00:00,C-101,Product 1,22.23,30.67,39.62,0.567,32.78,PASS,PSA-01
2026-01-05 10:00:00,C-101,Product 2,21.87,27.75,34.17,0.443,28.75,PASS,PSA-02
2026-01-05 10:06:00,C-101,Monitoring Port,67.0,81.89,97.08,0.367,79.21,PASS,PSA-01
2026-01-05 10:06:00,C-101,Product 1,22.18,28.68,39.69,0.611,32.91,PASS,PSA-01
2026-01-05 10:06:00,C-101,Product 2,21.74,28.81,35.76,0.487,28.5,PASS,PSA-02
2026-01-05 10:12:00,C-101,Monitoring Port,65.86,82.02,100.39,0.421,79.72,PASS,PSA-01
2026-01-05 10:12:00,C-101,Product 1,23.55,30.4,38.04,0.477,31.55,PASS,PSA-01
2026-01-05 10:12:00,C-101,Product 2,19.67,27.91,35.61,0.571,30.02,PASS,PSA-02
2026-01-05 10:18:00,C-101,Monitoring Port,66.6,81.32,99.84,0.409,80.33,PASS,PSA-01
2026-01-05 10:18:00,C-101,Product 1,22.87,30.17,37.61,0.489,31.67,PASS,PSA-01
2026-01-05 10:18:00,C-101,Product 2,21.07,29.11,34.36,0.457,29.05,PASS,PSA-02
2026-01-05 10:24:00,C-101,Monitoring Port,66.42,81.45,98.0,0.388,79.99,PASS,PSA-01
2026-01-05 10:24:00,C-101,Product 1,22.15,29.76,40.22,0.607,31.76,PASS,PSA-01
2026-01-05 10:24:00,C-101,Product 2,21.38,28.22,34.02,0.448,29.1,PASS,PSA-02
2026-01-05 10:30:00,C-101,Monitoring Port,66.25,82.11,99.02,0.399,80.21,PASS,PSA-01
2026-01-05 10:30:00,C-101,Product 1,23.36,31.49,38.03,0.466,31.3,PASS,PSA-01
2026-01-05 10:30:00,C-101,Product 2,20.56,27.91,35.63,0.54,29.79,PASS,PSA-02
2026-01-05 10:36:00,C-101,Monitoring Port,65.39,82.94,99.06,0.406,79.75,PASS,PSA-01
2026-01-05 10:36:00,C-101,Product 1,23.31,31.29,39.22,0.508,32.55,PASS,PSA-01
2026-01-05 10:36:00,C-101,Product 2,20.53,28.29,33.61,0.462,28.39,PASS,PSA-02
2026-01-05 10:42:00,C-101,Monitoring Port,65.92,81.36,99.99,0.419,80.33,PASS,PSA-01
2026-01-05 10:42:00,C-101,Product 1,23.36,30.9,38.18,0.48,30.8,PASS,PSA-01
2026-01-05 10:42:00,C-101,Product 2,20.34,28.28,34.08,0.486,29.57,PASS,PSA-02
2026-01-05 10:48:00,C-101,Monitoring Port,66.09,82.54,100.13,0.412,79.61,PASS,PSA-01
2026-01-05 10:48:00,C-101,Product 1,22.77,31.5,37.76,0.476,32.15,PASS,PSA-01
2026-01-05 10:48:00,C-101,Product 2,21.95,28.46,35.22,0.466,28.42,PASS,PSA-02
2026-01-05 10:54:00,C-101,Monitoring Port,65.91,80.94,98.94,0.408,80.01,PASS,PSA-01
2026-01-05 10:54:00,C-101,Product 1,22.38,32.04,37.89,0.484,32.97,PASS,PSA-01
2026-01-05 10:54:00,C-101,Product 2,21.58,28.66,35.07,0.471,28.36,PASS,PSA-02
2026-01-05 11:00:00,C-101,Monitoring Port,65.45,81.71,98.84,0.409,79.7,PASS,PSA-01
2026-01-05 11:00:00,C-101,Product 1,24.29,30.21,38.74,0.478,31.59,PASS,PSA-01
2026-01-05 11:00:00,C-101,Product 2,20.83,26.42,34.57,0.52,29.41,PASS,PSA-02
2026-01-05 11:06:00,C-101,Monitoring Port,66.07,80.78,99.2,0.41,80.19,PASS,PSA-01
2026-01-05 11:06:00,C-101,Product 1,23.21,31.26,40.22,0.544,32.47,PASS,PSA-01
2026-01-05 11:06:00,C-101,Product 2,20.39,27.53,34.34,0.507,29.06,PASS,PSA-02
2026-01-05 11:12:00,C-101,Monitoring Port,66.51,80.85,99.19,0.404,79.69,PASS,PSA-01
2026-01-05 11:12:00,C-101,Product 1,22.1,31.08,40.48,0.591,32.0,PASS,PSA-01
2026-01-05 11:12:00,C-101,Product 2,21.78,28.14,34.88,0.466,29.19,PASS,PSA-02
2026-01-05 11:18:00,C-101,Monitoring Port,65.52,80.79,97.93,0.401,79.93,PASS,PSA-01
2026-01-05 11:18:00,C-101,Product 1,23.28,31.16,38.46,0.487,31.99,PASS,PSA-01
2026-01-05 11:18:00,C-101,Product 2,20.55,26.97,33.52,0.481,28.85,PASS,PSA-02
2026-01-05 11:24:00,C-101,Monitoring Port,66.6,81.91,97.82,0.381,80.43,PASS,PSA-01
2026-01-05 11:24:00,C-101,Product 1,22.37,29.1,38.88,0.567,32.42,PASS,PSA-01
2026-01-05 11:24:00,C-101,Product 2,21.1,27.1,34.17,0.482,29.43,PASS,PSA-02
2026-01-05 11:30:00,C-101,Monitoring Port,65.45,80.92,98.03,0.403,79.84,PASS,PSA-01
2026-01-05 11:30:00,C-101,Product 1,24.01,31.5,39.05,0.477,32.96,PASS,PSA-01
2026-01-05 11:30:00,C-101,Product 2,21.4,30.17,34.63,0.439,28.99,PASS,PSA-02
2026-01-05 11:36:00,C-101,Monitoring Port,65.37,82.06,98.81,0.408,81.23,PASS,PSA-01
2026-01-05 11:36:00,C-101,Product 1,22.78,31.87,38.95,0.507,32.24,PASS,PSA-01
2026-01-05 11:36:00,C-101,Product 2,21.25,28.34,34.98,0.484,28.31,PASS,PSA-02
2026-01-05 11:42:00,C-101,Monitoring Port,66.7,80.48,100.15,0.416,80.21,PASS,PSA-01
2026-01-05 11:42:00,C-101,Product 1,23.21,31.02,40.04,0.543,32.53,PASS,PSA-01
2026-01-05 11:42:00,C-101,Product 2,19.77,26.11,35.46,0.601,29.0,PASS,PSA-02
2026-01-05 11:48:00,C-101,Monitoring Port,65.51,82.09,98.2,0.398,80.19,PASS,PSA-01
2026-01-05 11:48:00,C-101,Product 1,22.33,30.86,39.37,0.552,31.75,PASS,PSA-01
2026-01-05 11:48:00,C-101,Product 2,20.63,27.89,35.2,0.522,29.54,PASS,PSA-02
2026-01-05 11:54:00,C-101,Monitoring Port,65.64,82.58,99.44,0.409,80.11,PASS,PSA-01
2026-01-05 11:54:00,C-101,Product 1,23.69,32.23,39.06,0.477,32.27,PASS,PSA-01
2026-01-05 11:54:00,C-101,Product 2,20.54,27.71,34.18,0.492,28.88,PASS,PSA-02
2026-01-05 12:00:00,C-101,Monitoring Port,66.21,81.99,98.81,0.398,79.9,PASS,PSA-01
2026-01-05 12:00:00,C-101,Product 1,22.89,30.9,40.24,0.561,31.98,PASS,PSA-01
2026-01-05 12:00:00,C-101,Product 2,20.17,29.48,34.96,0.502,28.93,PASS,PSA-02
2026-01-05 12:06:00,C-101,Monitoring Port,65.27,81.39,100.27,0.43,79.64,PASS,PSA-01
2026-01-05 12:06:00,C-101,Product 1,22.39,31.48,37.76,0.488,32.41,PASS,PSA-01
2026-01-05 12:06:00,C-101,Product 2,21.49,27.89,35.31,0.496,29.63,PASS,PSA-02
2026-01-05 12:12:00,C-101,Monitoring Port,66.64,82.71,99.43,0.396,79.92,PASS,PSA-01
2026-01-05 12:12:00,C-101,Product 1,22.91,31.17,39.5,0.532,31.83,PASS,PSA-01
2026-01-05 12:12:00,C-101,Product 2,21.42,27.81,35.19,0.495,29.03,PASS,PSA-02
2026-01-05 12:18:00,C-101,Monitoring Port,66.31,82.29,99.0,0.397,79.67,PASS,PSA-01
2026-01-05 12:18:00,C-101,Product 1,24.1,30.64,39.94,0.517,31.53,PASS,PSA-01
2026-01-05 12:18:00,C-101,Product 2,20.12,28.88,36.4,0.564,29.23,PASS,PSA-02
2026-01-05 12:24:00,C-101,Monitoring Port,64.87,82.91,98.25,0.403,79.56,PASS,PSA-01
2026-01-05 12:24:00,C-101,Product 1,23.12,30.6,39.65,0.54,32.21,PASS,PSA-01
2026-01-05 12:24:00,C-101,Product 2,20.73,28.51,36.78,0.563,28.89,PASS,PSA-02
2026-01-05 12:30:00,C-101,Monitoring Port,66.28,82.49,99.46,0.402,80.84,PASS,PSA-01
2026-01-05 12:30:00,C-101,Product 1,23.93,30.22,38.24,0.474,31.95,PASS,PSA-01
2026-01-05 12:30:00,C-101,Product 2,21.47,28.82,35.82,0.498,28.99,PASS,PSA-02
2026-01-05 12:36:00,C-101,Monitoring Port,66.48,83.27,99.43,0.396,80.15,PASS,PSA-01
2026-01-05 12:36:00,C-101,Product 1,23.79,31.19,39.56,0.506,32.75,PASS,PSA-01
2026-01-05 12:36:00,C-101,Product 2,20.08,27.87,34.53,0.518,28.74,PASS,PSA-02
2026-01-05 12:42:00,C-101,Monitoring Port,65.56,80.31,98.66,0.412,80.43,PASS,PSA-01
2026-01-05 12:42:00,C-101,Product 1,22.02,29.63,38.55,0.558,31.69,PASS,PSA-01
2026-01-05 12:42:00,C-101,Product 2,21.68,29.4,36.78,0.514,28.71,PASS,PSA-02
2026-01-05 12:48:00,C-101,Monitoring Port,66.48,81.98,99.34,0.401,80.23,PASS,PSA-01
2026-01-05 12:48:00,C-101,Product 1,22.95,30.25,38.39,0.51,32.08,PASS,PSA-01
2026-01-05 12:48:00,C-101,Product 2,21.3,27.51,34.82,0.491,29.47,PASS,PSA-02
2026-01-05 12:54:00,C-101,Monitoring Port,66.01,82.37,100.2,0.415,80.06,PASS,PSA-01
2026-01-05 12:54:00,C-101,Product 1,22.64,30.61,39.51,0.551,31.4,PASS,PSA-01
2026-01-05 12:54:00,C-101,Product 2,22.2,28.93,33.93,0.405,28.8,PASS,PSA-02
2026-01-05 13:00:00,C-101,Monitoring Port,65.59,82.43,98.4,0.398,79.05,PASS,PSA-01
2026-01-05 13:00:00,C-101,Product 1,23.98,29.17,40.35,0.561,31.85,PASS,PSA-01
2026-01-05 13:00:00,C-101,Product 2,20.99,27.79,34.64,0.491,29.03,PASS,PSA-02
2026-01-05 13:06:00,C-101,Monitoring Port,65.79,81.32,99.49,0.414,79.91,PASS,PSA-01
2026-01-05 13:06:00,C-101,Product 1,24.58,30.29,39.4,0.489,31.79,PASS,PSA-01
2026-01-05 13:06:00,C-101,Product 2,20.5,27.99,35.52,0.537,29.32,PASS,PSA-02
2026-01-05 13:12:00,C-101,Monitoring Port,65.87,83.26,99.67,0.406,80.12,PASS,PSA-01
2026-01-05 13:12:00,C-101,Product 1,23.55,30.2,39.91,0.542,31.48,PASS,PSA-01
2026-01-05 13:12:00,C-101,Product 2,21.35,27.93,33.85,0.448,28.51,PASS,PSA-02
2026-01-05 13:18:00,C-101,Monitoring Port,65.98,81.92,98.4,0.396,79.84,PASS,PSA-01
2026-01-05 13:18:00,C-101,Product 1,21.82,29.85,38.75,0.567,31.27,PASS,PSA-01
2026-01-05 13:18:00,C-101,Product 2,20.83,28.36,34.84,0.494,29.19,PASS,PSA-02
2026-01-05 13:24:00,C-101,Monitoring Port,65.4,80.39,99.42,0.423,79.88,PASS,PSA-01
2026-01-05 13:24:00,C-101,Product 1,22.11,30.7,38.35,0.529,32.31,PASS,PSA-01
2026-01-05 13:24:00,C-101,Product 2,20.21,27.3,34.95,0.54,29.0,PASS,PSA-02
2026-01-05 13:30:00,C-101,Monitoring Port,65.78,80.37,97.69,0.397,80.05,PASS,PSA-01
2026-01-05 13:30:00,C-101,Product 1,22.08,31.4,37.13,0.479,31.79,PASS,PSA-01
2026-01-05 13:30:00,C-101,Product 2,20.0,26.8,33.73,0.512,28.87,PASS,PSA-02
2026-01-05 13:36:00,C-101,Monitoring Port,65.39,81.47,98.04,0.401,80.33,PASS,PSA-01
2026-01-05 13:36:00,C-101,Product 1,22.96,30.67,39.48,0.539,32.0,PASS,PSA-01
2026-01-05 13:36:00,C-101,Product 2,20.35,28.22,36.29,0.565,28.87,PASS,PSA-02
2026-01-05 13:42:00,C-101,Monitoring Port,66.34,82.89,99.06,0.395,80.38,PASS,PSA-01
2026-01-05 13:42:00,C-101,Product 1,22.78,29.1,37.9,0.52,32.21,PASS,PSA-01
2026-01-05 13:42:00,C-101,Product 2,22.37,27.37,36.23,0.506,28.55,PASS,PSA-02
2026-01-05 13:48:00,C-101,Monitoring Port,65.65,81.94,99.34,0.411,80.21,PASS,PSA-01
2026-01-05 13:48:00,C-101,Product 1,22.91,32.96,39.23,0.495,31.73,PASS,PSA-01
2026-01-05 13:48:00,C-101,Product 2,22.42,28.17,36.02,0.483,28.35,PASS,PSA-02
2026-01-05 13:54:00,C-101,Monitoring Port,66.12,81.75,98.57,0.397,80.07,PASS,PSA-01
2026-01-05 13:54:00,C-101,Product 1,23.9,30.88,40.14,0.526,31.51,PASS,PSA-01
2026-01-05 13:54:00,C-101,Product 2,21.25,28.42,33.1,0.417,29.19,PASS,PSA-02
2026-01-05 14:00:00,C-101,Monitoring Port,65.8,82.33,99.95,0.415,80.09,PASS,PSA-01
2026-01-05 14:00:00,C-101,Product 1,22.78,29.79,38.94,0.542,32.58,PASS,PSA-01
2026-01-05 14:00:00,C-101,Product 2,18.53,28.93,35.5,0.587,28.98,PASS,PSA-02
2026-01-05 14:06:00,C-101,Monitoring Port,66.48,82.91,98.65,0.388,80.04,PASS,PSA-01
2026-01-05 14:06:00,C-101,Product 1,23.01,32.24,39.0,0.496,32.06,PASS,PSA-01
2026-01-05 14:06:00,C-101,Product 2,21.75,28.41,35.17,0.472,28.47,PASS,PSA-02
2026-01-05 14:12:00,C-101,Monitoring Port,65.66,82.29,99.1,0.406,79.94,PASS,PSA-01
2026-01-05 14:12:00,C-101,Product 1,23.55,32.73,39.06,0.474,32.26,PASS,PSA-01
2026-01-05 14:12:00,C-101,Product 2,20.84,27.1,34.76,0.514,29.08,PASS,PSA-02
2026-01-05 14:18:00,C-101,Monitoring Port,65.95,82.08,97.62,0.386,79.81,PASS,PSA-01
2026-01-05 14:18:00,C-101,Product 1,21.71,31.24,38.99,0.553,31.92,PASS,PSA-01
2026-01-05 14:18:00,C-101,Product 2,19.79,27.87,36.17,0.588,28.78,PASS,PSA-02
2026-01-05 14:24:00,C-101,Monitoring Port,66.08,82.15,97.78,0.386,79.4,PASS,PSA-01
2026-01-05 14:24:00,C-101,Product 1,21.86,31.31,39.98,0.579,32.7,PASS,PSA-01
2026-01-05 14:24:00,C-101,Product 2,20.89,28.88,34.68,0.477,28.52,PASS,PSA-02
2026-01-05 14:30:00,C-101,Monitoring Port,65.31,81.65,98.97,0.412,79.97,PASS,PSA-01
2026-01-05 14:30:00,C-101,Product 1,23.49,30.84,39.75,0.527,31.74,PASS,PSA-01
2026-01-05 14:30:00,C-101,Product 2,20.67,29.32,33.35,0.432,29.97,PASS,PSA-02
2026-01-05 14:36:00,C-101,Monitoring Port,66.4,84.43,100.09,0.399,79.91,PASS,PSA-01
2026-01-05 14:36:00,C-101,Product 1,21.98,32.24,37.68,0.487,32.19,PASS,PSA-01
2026-01-05 14:36:00,C-101,Product 2,20.25,28.77,33.71,0.468,29.31,PASS,PSA-02
2026-01-05 14:42:00,C-101,Monitoring Port,66.39,82.18,99.31,0.401,80.09,PASS,PSA-01
2026-01-05 14:42:00,C-101,Product 1,22.4,30.02,38.9,0.55,32.81,PASS,PSA-01
2026-01-05 14:42:00,C-101,Product 2,21.46,27.43,35.58,0.515,28.89,PASS,PSA-02
2026-01-05 14:48:00,C-101,Monitoring Port,65.31,82.98,99.57,0.413,79.99,PASS,PSA-01
2026-01-05 14:48:00,C-101,Product 1,24.19,31.4,39.18,0.477,31.29,PASS,PSA-01
2026-01-05 14:48:00,C-101,Product 2,22.03,26.76,35.14,0.49,29.12,PASS,PSA-02
2026-01-05 14:54:00,C-101,Monitoring Port,65.59,81.13,99.1,0.413,80.25,PASS,PSA-01
2026-01-05 14:54:00,C-101,Product 1,22.46,30.54,38.09,0.512,31.35,PASS,PSA-01
2026-01-05 14:54:00,C-101,Product 2,20.88,27.41,35.53,0.534,29.27,PASS,PSA-02
2026-01-05 15:00:00,C-101,Monitoring Port,66.48,81.43,99.76,0.409,79.62,PASS,PSA-01
2026-01-05 15:00:00,C-101,Product 1,23.66,31.4,39.55,0.506,31.44,PASS,PSA-01
2026-01-05 15:00:00,C-101,Product 2,22.0,28.13,34.98,0.461,28.62,PASS,PSA-02
2026-01-05 15:06:00,C-101,Monitoring Port,65.52,81.83,98.84,0.407,80.67,PASS,PSA-01
2026-01-05 15:06:00,C-101,Product 1,22.95,30.76,38.81,0.516,32.15,PASS,PSA-01
2026-01-05 15:06:00,C-101,Product 2,21.18,27.16,36.48,0.563,28.9,PASS,PSA-02
2026-01-05 15:12:00,C-101,Monitoring Port,64.95,81.48,98.97,0.418,80.67,PASS,PSA-01
2026-01-05 15:12:00,C-101,Product 1,22.8,30.32,38.73,0.525,31.95,PASS,PSA-01
2026-01-05 15:12:00,C-101,Product 2,20.88,26.59,34.2,0.501,29.33,PASS,PSA-02
2026-01-05 15:18:00,C-101,Monitoring Port,66.32,82.28,98.52,0.391,79.4,PASS,PSA-01
2026-01-05 15:18:00,C-101,Product 1,23.08,31.33,40.46,0.555,31.67,PASS,PSA-01
2026-01-05 15:18:00,C-101,Product 2,21.52,28.45,33.52,0.422,29.12,PASS,PSA-02
2026-01-05 15:24:00,C-101,Monitoring Port,65.31,82.45,99.59,0.416,79.73,PASS,PSA-01
2026-01-05 15:24:00,C-101,Product 1,23.33,32.5,39.27,0.49,31.87,PASS,PSA-01
2026-01-05 15:24:00,C-101,Product 2,21.17,27.55,34.32,0.477,29.4,PASS,PSA-02
2026-01-05 15:30:00,C-101,Monitoring Port,65.86,82.5,98.61,0.397,80.36,PASS,PSA-01
2026-01-05 15:30:00,C-101,Product 1,23.46,32.39,39.17,0.485,31.99,PASS,PSA-01
2026-01-05 15:30:00,C-101,Product 2,20.72,28.23,34.98,0.505,29.17,PASS,PSA-02
